evt,player_id_2,id,perceived_at,game_id,event_type,event_index,inning,top_of_inning,outs_before_play,batter_id,batter_team_id,pitcher_id,pitcher_team_id,home_score,away_score,home_strike_count,away_strike_count,batter_count,pitches,total_strikes,total_balls,total_fouls,is_leadoff,is_pinch_hit,lineup_position,is_last_event_for_plate_appearance,bases_hit,runs_batted_in,is_sacrifice_hit,is_sacrifice_fly,outs_on_play,is_double_play,is_triple_play,is_wild_pitch,batted_ball_type,is_bunt,errors_on_play,batter_base_after_play,is_last_game_event,event_text,additional_context,season,day,parsing_error,parsing_error_list,fixed_error,fixed_error_list,home_ball_count,away_ball_count,away_base_count,home_base_count,tournament,game_id-2,day-2,season-2,last_game_event,home_odds,away_odds,weather,series_index,series_length,is_postseason,home_team,away_team,home_score-2,away_score-2,number_of_innings,ended_on_top_of_inning,ended_in_shame,terminology_id,rules_id,statsheet_id,winning_pitcher_id,losing_pitcher_id,tournament-2,outcomes,team_roster_id,team_id,position_id,valid_from,valid_until,player_id,position_type_id,tournament-3,id-2,player_id-2,valid_from-2,valid_until-2,player_name,deceased,hash,anticapitalism,base_thirst,buoyancy,chasiness,coldness,continuation,divinity,ground_friction,indulgence,laserlikeness,martyrdom,moxie,musclitude,omniscience,overpowerment,patheticism,ruthlessness,shakespearianism,suppression,tenaciousness,thwackability,tragicness,unthwackability,watchfulness,pressurization,cinnamon,total_fingers,soul,fate,peanut_allergy,armor,bat,ritual,coffee,blood,url_slug,tournament-4,evolution,batting_rating,pitching_rating,baserunning_rating,defense_rating
Reality flickers in the feedback. Things look different ... Halexandrey Walton is now up to bat.,e16c3f28-eecd-4571-be1a-606bbac36b2b,238050,2020-09-04 17:25:08.697,52803254-f7d7-4d65-bce6-4a8521b574ce,OUT,74,10,True,2,03b80a57-77ea-4913-9be4-7a85c3594745,878c1bf6-0d21-4659-bfee-916c8314d69c,b6aa8ce8-2587-4627-83c1-2a48d44afaee,7966eb04-efcc-499b-8f03-d13916330531,1,1,3,3,0,{X},2,1,0,False,False,0,True,0,0,False,False,1,False,False,False,GROUNDER,False,0,0,False,"{""Reality flickers in the feedback. Things look different ... Halexandrey Walton is now up to bat."",""Halexandrey Walton hit a ground out to Washer Barajas.""}",NULL,4,97,False,{},False,{},4,4,4,4,-1,52803254-f7d7-4d65-bce6-4a8521b574ce,97,4,NULL,0.614636,0.385364,12,2,3,False,7966eb04-efcc-499b-8f03-d13916330531,878c1bf6-0d21-4659-bfee-916c8314d69c,4,1,10,False,True,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,2bcbf925-7d63-4849-b236-841eca8f4201,b6aa8ce8-2587-4627-83c1-2a48d44afaee,a1ed3396-114a-40bc-9ff0-54d7e1ad1718,-1,"{""Wyatt Glover and Halexandrey Walton switched teams in the feedback!""}",36971,878c1bf6-0d21-4659-bfee-916c8314d69c,0,2020-09-04 17:25:08.697,2021-04-11 18:16:51.067,03b80a57-77ea-4913-9be4-7a85c3594745,0,-1,155677,03b80a57-77ea-4913-9be4-7a85c3594745,2020-08-30 19:18:22.658,2020-09-04 17:34:48.475,Halexandrey Walton,False,60e14470-bd7b-372b-1dd7-24d9856f6485,0.88471583760761,0.8169721532214,0.737054510310743,0.945224297303933,0.102539295114307,0.497205147910367,0.481765101151155,0.465069261720309,0.414165780997462,0.111585669733095,0.504684517387613,0.787962624316213,0.334003079396088,0.652326705013936,0.408258937821318,0.306167262039527,0.790386881950962,0.490163757011282,0.664396490029953,0.694313748315073,0.148519157121489,0.1,0.2650836206491,0.037627711371172,0.953000053969409,0.430736256173023,10,7,75,True,,,Essential oils,7,9,halexandrey-walton,-1,0,-1,-1,-1,-1
Reality flickers in the feedback. Things look different ... Wyatt Owens is now pitching.,8903a74f-f322-41d2-bd75-dbf7563c4abb,254784,2020-09-08 09:22:42.134,2c18eb1d-2c53-46c8-893e-b80858e34e65,OUT,67,7,False,2,0d5300f6-0966-430f-903f-a4c2338abf00,878c1bf6-0d21-4659-bfee-916c8314d69c,21d52455-6c2c-4ee4-8673-ab46b4b926b4,b63be8c2-576a-4d6e-8daf-814f8bcea96f,5,4,3,3,0,"{B,F,B,C,X}",2,2,1,False,False,0,True,0,0,False,False,1,False,False,False,GROUNDER,False,0,0,False,"{""Wyatt Dovenpart batting for the Tacos."",""Reality flickers in the feedback. Things look different ... Wyatt Owens is now pitching."",""Ball. 1-0"",""Foul Ball. 1-1"",""Ball. 2-1"",""Strike, looking. 2-2"",""Wyatt Dovenpart hit a ground out to Logan Horseman.""}",NULL,5,17,False,{},False,{},4,4,4,4,-1,2c18eb1d-2c53-46c8-893e-b80858e34e65,17,5,NULL,0.535191,0.464809,12,3,3,False,878c1bf6-0d21-4659-bfee-916c8314d69c,b63be8c2-576a-4d6e-8daf-814f8bcea96f,5,4,8,True,False,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,6ddc118d-5ce5-45e8-b731-7296fc49a1e3,a1ed3396-114a-40bc-9ff0-54d7e1ad1718,8903a74f-f322-41d2-bd75-dbf7563c4abb,-1,"{""Francisca Sasquatch and Wyatt Owens switched teams in the feedback!""}",36799,878c1bf6-0d21-4659-bfee-916c8314d69c,0,2020-08-04 10:16:54.374,2020-09-08 09:46:53.883,21d52455-6c2c-4ee4-8673-ab46b4b926b4,1,-1,155234,21d52455-6c2c-4ee4-8673-ab46b4b926b4,2020-08-30 07:25:58.947,2020-09-08 09:35:00.607,Wyatt Owens,False,514559d0-0263-4421-8353-75c01a336518,1,0.33325445909423,0.745670320078328,0.364315601910522,0.078675420893418,0.71038512461796,0.187730200463866,0.05123135001768,0.043426478214435,0.930183651661734,0.201266235323172,0.18037278574404,0.328089869519791,0.817867956800141,0.144775464855219,0.93047172471768,0.298336206665751,0.324218584518126,0.975192348707961,0.873772223289081,0.068736920507518,0.1,0.681094171955323,0.595076750335852,0.712972273591063,0.886209611359444,10,5,12,True,,,Coloring,9,3,wyatt-owens,-1,0,-1,-1,-1,-1
Reality flickers in the feedback. Things look different ... Fish Summer is now up to bat.,d4a10c2a-0c28-466a-9213-38ba3339b65e,254451,2020-09-08 10:15:01.169,e4c22521-6654-4c5c-8c7e-faf193bc8499,FIELDERS_CHOICE,42,4,False,1,d89da2d2-674c-4b85-8959-a4bd406f760a,eb67ae5e-c4bf-46ca-bbbc-425cd34182ff,7aeb8e0b-f6fb-4a9e-bba2-335dada5f0a3,747b8e4a-7e50-4638-a973-ea7950a3e739,1,2,3,3,0,{},1,0,0,False,False,0,True,0,0,False,False,1,False,False,False,NULL,False,0,0,False,"{""Reality flickers in the feedback. Things look different ... Fish Summer is now up to bat."",""Fish Summer reaches on fielder's choice. Eugenia Garbage out at second base.""}",NULL,5,18,False,{},False,{},4,4,4,4,-1,e4c22521-6654-4c5c-8c7e-faf193bc8499,18,5,NULL,0.261638,0.738362,12,1,3,False,eb67ae5e-c4bf-46ca-bbbc-425cd34182ff,747b8e4a-7e50-4638-a973-ea7950a3e739,5,2,8,True,False,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,a9bab2f9-5bb4-4ab7-9d4f-069b67af20d0,d8742d68-8fce-4d52-9a49-f4e33bd2a6fc,7aeb8e0b-f6fb-4a9e-bba2-335dada5f0a3,-1,"{""Richmond Harrison and Fish Summer switched teams in the feedback!""}",36990,eb67ae5e-c4bf-46ca-bbbc-425cd34182ff,8,2020-09-08 10:14:59.978,2021-03-21 18:01:11.630594,d89da2d2-674c-4b85-8959-a4bd406f760a,0,-1,155731,d89da2d2-674c-4b85-8959-a4bd406f760a,2020-08-30 19:18:24.173,2020-09-08 10:30:00.685,Fish Summer,False,1aa22b64-76ca-0c84-7836-d5775d518b44,0.734705921012835,0.501981317694411,0.885056788414295,0.210872250201733,0.637203755103826,0.770359763185847,0.808850641330159,0.654301087930962,0.753369168572978,0.438273199892713,0.420204690875916,0.536037027006585,0.544731712599569,0.141678743963456,0.378449175137686,0.114427250417782,0.208151693784761,0.311666283667633,0.137952573156122,0.404989655422564,0.702258736224268,0.1,0.018686223922771,0.175023249885464,0.760997807255214,0.777730259303156,10,6,26,False,,,Having an epiphany,2,4,fish-summer,-1,0,-1,-1,-1,-1
Reality flickers in the feedback. Things look different ... Conrad Vaughan is now up to bat.,c675fcdf-6117-49a6-ac32-99a89a3a88aa,263230,2020-09-08 13:26:52.878,5e8fac84-2982-4a68-a62b-961b60b5c7d2,STOLEN_BASE,75,6,False,2,5dbf11c0-994a-4482-bd1e-99379148ee45,a37f9158-7f82-46bc-908c-c9e2dda7c33b,81d7d022-19d6-427d-aafc-031fcb79b29e,36569151-a2fb-43c1-9df7-2df512424c82,13,7,3,3,0,{},2,0,0,False,False,0,False,0,0,False,False,0,False,False,False,NULL,False,0,0,False,"{""Reality flickers in the feedback. Things look different ... Conrad Vaughan is now up to bat."",""Nagomi Mcdaniel steals second base!""}",NULL,5,21,False,{},False,{},4,4,4,4,-1,5e8fac84-2982-4a68-a62b-961b60b5c7d2,21,5,NULL,0.400067,0.599932,12,1,3,False,a37f9158-7f82-46bc-908c-c9e2dda7c33b,36569151-a2fb-43c1-9df7-2df512424c82,13,8,8,True,False,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,0e04d2f5-33a4-40c9-9bbf-df86b25fa241,b348c037-eefc-4b81-8edd-dfa96188a97e,81d7d022-19d6-427d-aafc-031fcb79b29e,-1,"{""Valentine Games and Conrad Vaughan switched teams in the feedback!""}",36895,36569151-a2fb-43c1-9df7-2df512424c82,5,2020-09-01 18:22:59.326,2020-09-08 13:29:12.397,5dbf11c0-994a-4482-bd1e-99379148ee45,0,-1,155701,5dbf11c0-994a-4482-bd1e-99379148ee45,2020-08-30 19:18:23.156,2020-09-08 13:33:05.362,Conrad Vaughan,False,da1aa724-d35d-4110-8156-bdc8d27b2732,0.318823603920153,0.14436528311494,0.766862660373132,0.767519621454667,0.914781040877473,0.065315770199116,0.263270747923646,0.007319845361143,0.949715958107185,0.457314336577577,0.458911406004094,0.884471251216523,0.927703535396468,0.370320795418506,0.360103353590684,0.485363104542289,0.993382368379977,0.308625809348489,0.052889529888794,0.769171165497368,0.730964959691447,0.1,0.411833187517842,0.6619553804932,0.432453153347887,0.722076746171085,10,7,82,True,,,Photography,5,9,conrad-vaughan,-1,0,-1,-1,-1,-1
Reality flickers in the feedback. Things look different ... Lachlan Shelton is now up to bat.,248ccf3d-d5f6-4b69-83d9-40230ca909cd,262320,2020-09-08 14:22:08.6,8ff9a6a0-394d-4188-86bc-fd5e2461ba76,OUT,61,8,True,0,9f85676a-7411-444a-8ae2-c7f8f73c285c,bfd38797-8404-4b38-8b82-341da28b1f83,a691f2ba-9b69-41f8-892c-1acd42c336e4,eb67ae5e-c4bf-46ca-bbbc-425cd34182ff,1,1,3,3,0,"{F,C,X}",2,1,1,False,False,0,True,0,0,False,False,1,False,False,False,GROUNDER,False,0,0,False,"{""Reality flickers in the feedback. Things look different ... Lachlan Shelton is now up to bat."",""Foul Ball. 1-1"",""Strike, looking. 1-2"",""Lachlan Shelton hit a ground out to Simon Haley.""}",NULL,5,22,False,{},False,{},4,4,4,4,-1,8ff9a6a0-394d-4188-86bc-fd5e2461ba76,22,5,NULL,0.450098,0.549902,12,2,3,False,eb67ae5e-c4bf-46ca-bbbc-425cd34182ff,bfd38797-8404-4b38-8b82-341da28b1f83,1,2,8,False,False,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,c370481f-401a-48ca-ad48-845dcb53b6cf,36786f44-9066-4028-98d9-4fa84465ab9e,a691f2ba-9b69-41f8-892c-1acd42c336e4,-1,"{""Antonio Wallace and Lachlan Shelton switched teams in the feedback!""}",36994,bfd38797-8404-4b38-8b82-341da28b1f83,3,2020-09-08 14:22:08.6,2020-09-23 11:04:30.76,9f85676a-7411-444a-8ae2-c7f8f73c285c,0,-1,155507,9f85676a-7411-444a-8ae2-c7f8f73c285c,2020-08-30 07:26:01.744,2020-09-08 14:30:01.104,Lachlan Shelton,False,8b3e75ca-05ba-0893-ad66-eb95c83e2b2a,0.771247241603099,0.48076036821411,0.643071395149096,0.386315250290352,0.232275943787322,0.862307773623038,0.337439948487382,1.01171320750087,0.441211138804472,0.337696763593719,0.960808918594681,0.025387795082115,0.751559205578142,0.085486127796603,0.080408737444652,0.739533086929616,0.612876021780977,0.999740844221961,0.638169689854867,0.59358896266017,0.138957378843615,0.1,0.309362897420818,0.583700429404843,0.825023824642662,0.236915892673219,10,8,83,False,,,Napping,9,10,lachlan-shelton,-1,0,-1,-1,-1,-1
Reality flickers in the feedback. Things look different ... Collins Melon is now up to bat.,d8ee256f-e3d0-46cb-8c77-b1f88d8c9df9,263814,2020-09-09 08:01:00.044,db48a413-420d-47ba-a12c-47fafb3432ed,OUT,2,0,True,2,ef9f8b95-9e73-49cd-be54-60f84858a285,a37f9158-7f82-46bc-908c-c9e2dda7c33b,ceb8f8cd-80b2-47f0-b43e-4d885fa48aa4,9debc64f-74b7-4ae1-a4d6-fce0144b6ea5,0,0,3,3,0,{X},0,0,0,False,False,0,True,0,0,False,False,1,False,False,False,GROUNDER,False,0,0,False,"{""Reality flickers in the feedback. Things look different ... Collins Melon is now up to bat."",""Collins Melon hit a ground out to Reese Clark.""}",NULL,5,40,False,{},False,{},4,4,4,4,-1,db48a413-420d-47ba-a12c-47fafb3432ed,40,5,NULL,0.340195,0.659805,12,2,3,False,9debc64f-74b7-4ae1-a4d6-fce0144b6ea5,a37f9158-7f82-46bc-908c-c9e2dda7c33b,2,1,8,False,True,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,8c4bb7ac-f583-481c-bab3-3db3f6acc181,ceb8f8cd-80b2-47f0-b43e-4d885fa48aa4,0295c6c2-b33c-47dd-affa-349da7fa1760,-1,"{""Comfort Septemberish and Collins Melon switched teams in the feedback!""}",37000,a37f9158-7f82-46bc-908c-c9e2dda7c33b,2,2020-09-09 08:01:00.044,2021-03-11 08:24:49.029499,ef9f8b95-9e73-49cd-be54-60f84858a285,0,-1,155738,ef9f8b95-9e73-49cd-be54-60f84858a285,2020-08-30 20:49:10.544,2020-09-09 08:35:00.744,Collins Melon,False,a0407caa-534a-edf9-6d90-644a91cfa82d,0.687006452771409,0.777640249550612,0.012754368633456,0.371634602971831,0.916138820677956,0.385582371099424,0.306910013825396,0.491968978804933,0.961104205804881,0.973668501454132,0.772089602872117,0.810799539923965,0.393592941465455,0.752650625410588,0.458096649965616,0.646730847545914,0.731718676449227,0.573784237656948,0.23804831825622,0.549552794231406,0.301172058557716,0.1,0.651562694867131,0.937824456064267,0.109937686259313,0.509462541019501,10,5,19,True,,,Yoga,12,8,collins-melon,-1,0,-1,-1,-1,-1
Reality flickers in the feedback. Things look different ... Randall Marijuana is now up to bat.,cf8e152e-2d27-4dcc-ba2b-68127de4e6a4,271878,2020-09-09 11:01:48.779,2b5f24f8-2cbc-44aa-9785-a31594cfccaa,WALK,3,0,True,2,8604e861-d784-43f0-b0f8-0d43ea6f7814,a37f9158-7f82-46bc-908c-c9e2dda7c33b,20fd71e7-4fa0-4132-9f47-06a314ed539a,f02aeae2-5e6a-4098-9842-02d2273f25c7,0,0,3,3,0,"{B,B}",1,4,0,False,False,0,True,0,0,False,False,0,False,False,False,NULL,False,0,0,False,"{""Reality flickers in the feedback. Things look different ... Randall Marijuana is now up to bat."",""Ball. 3-1"",""Randall Marijuana draws a walk.""}",NULL,5,43,False,{},False,{},4,4,4,4,-1,2b5f24f8-2cbc-44aa-9785-a31594cfccaa,43,5,NULL,0.388193,0.611807,12,2,3,False,f02aeae2-5e6a-4098-9842-02d2273f25c7,a37f9158-7f82-46bc-908c-c9e2dda7c33b,6,7,8,False,False,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,c9f689ec-bcb0-42f3-9083-36e639ea2a1f,f4a5d734-0ade-4410-abb6-c0cd5a7a1c26,20fd71e7-4fa0-4132-9f47-06a314ed539a,-1,"{""Hendricks Richardson and Randall Marijuana switched teams in the feedback!""}",36751,f02aeae2-5e6a-4098-9842-02d2273f25c7,1,2020-07-29 08:12:22.438,2020-09-09 11:01:52.769,8604e861-d784-43f0-b0f8-0d43ea6f7814,0,-1,155769,8604e861-d784-43f0-b0f8-0d43ea6f7814,2020-08-30 20:49:14.864,2020-09-09 11:30:01.22,Randall Marijuana,False,d43eaf42-53e9-ed38-4e9e-f035ea1105ac,0.293623920619801,0.213071120906535,0.649548064654797,0.570085792057652,0.031930335282104,0.787597679031486,1.04506828314391,0.599822498755677,0.074701936541639,0.377957003830774,0.24519520009886,0.973286284730012,0.541306006069604,0.756899900514704,0.04028115908543,0.150041727807619,0.265823277848001,0.152246893110118,0.686164038867228,0.33457729985519,0.773714165202428,0.1,0.614625940116993,0.901325160112936,0.529216929166782,0.608520681068867,10,9,12,True,,,Going bananas,11,3,randall-marijuana,-1,0,-1,-1,-1,-1
Reality flickers in the feedback. Things look different ... Andrew Solis is now up to bat.,c675fcdf-6117-49a6-ac32-99a89a3a88aa,276068,2020-09-09 18:16:07.371,07ca2a61-e7a2-4c49-826e-177be1072c5c,OUT,47,5,False,1,f38c5d80-093f-46eb-99d6-942aa45cd921,36569151-a2fb-43c1-9df7-2df512424c82,ceb8f8cd-80b2-47f0-b43e-4d885fa48aa4,9debc64f-74b7-4ae1-a4d6-fce0144b6ea5,2,2,3,3,0,{X},2,0,0,False,False,0,True,0,0,False,False,1,False,False,False,GROUNDER,False,0,0,False,"{""Reality flickers in the feedback. Things look different ... Andrew Solis is now up to bat."",""Andrew Solis hit a ground out to Alexandria Rosales.""}",NULL,5,50,False,{},False,{},4,4,4,4,-1,07ca2a61-e7a2-4c49-826e-177be1072c5c,50,5,NULL,0.608195,0.391805,12,3,3,False,36569151-a2fb-43c1-9df7-2df512424c82,9debc64f-74b7-4ae1-a4d6-fce0144b6ea5,12,4,8,True,False,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,031f284c-5b92-423c-9e17-5ca3e225abe7,ae4acebd-edb5-4d20-bf69-f2d5151312ff,ceb8f8cd-80b2-47f0-b43e-4d885fa48aa4,-1,"{""Valentine Games and Andrew Solis switched teams in the feedback!""}",37003,36569151-a2fb-43c1-9df7-2df512424c82,5,2020-09-09 18:16:07.371,2021-04-06 05:23:34.256,f38c5d80-093f-46eb-99d6-942aa45cd921,0,-1,155600,f38c5d80-093f-46eb-99d6-942aa45cd921,2020-08-30 19:18:18.412,2020-09-09 18:35:01.002,Andrew Solis,False,040bf466-9d7e-4fe5-2119-4db2b78102f0,0.376155959659159,0.254265149187551,0.918736115483321,0.401414668494582,0.40954989562193,0.503212958351034,0.798483492449416,0.399044274469391,0.898716092530569,0.849369937244468,0.205516853537357,0.269556714006006,0.796489031312726,0.710971206494126,0.79052663225369,0.000111464193789,0.736219778189481,0.837221207394603,0.272190565973614,0.805124731920736,0.540329921206794,0.1,0.666337159198956,0.289552354367887,0.434766282919936,0.643788592343209,10,7,2,False,,,Hyperbolic time chamber,6,12,andrew-solis,-1,0,-1,-1,-1,-1
Reality flickers in the feedback. Things look different ... Alexander Horne is now up to bat.,126fb128-7c53-45b5-ac2b-5dbf9943d71b,279951,2020-09-10 04:02:53.084,4df5f5a4-f0c5-4af4-928d-9a50c8c4296c,FIELDERS_CHOICE,7,0,False,1,c9e4a49e-e35a-4034-a4c7-293896b40c58,b72f3061-f573-40d7-832a-5ad475bd7909,5703141c-25d9-46d0-b680-0cf9cfbf4777,f02aeae2-5e6a-4098-9842-02d2273f25c7,1,0,3,3,0,{},0,1,0,False,False,0,True,0,0,False,False,1,False,False,False,NULL,False,0,0,False,"{""Reality flickers in the feedback. Things look different ... Alexander Horne is now up to bat."",""Alexander Horne reaches on fielder's choice. Kennedy Meh out at third base.""}",NULL,5,60,False,{},False,{},4,4,4,4,-1,4df5f5a4-f0c5-4af4-928d-9a50c8c4296c,60,5,NULL,0.572446,0.427554,12,1,3,False,b72f3061-f573-40d7-832a-5ad475bd7909,f02aeae2-5e6a-4098-9842-02d2273f25c7,4,0,8,True,False,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,a11a88d7-0039-4647-952d-3639f8cfb757,3c331c87-1634-46c4-87ce-e4b9c59e2969,5703141c-25d9-46d0-b680-0cf9cfbf4777,-1,"{""Sigmund Castillo and Alexander Horne switched teams in the feedback!""}",36802,f02aeae2-5e6a-4098-9842-02d2273f25c7,5,2020-08-04 17:18:04.997,2020-09-10 04:02:55.689,c9e4a49e-e35a-4034-a4c7-293896b40c58,0,-1,155513,c9e4a49e-e35a-4034-a4c7-293896b40c58,2020-08-30 07:26:01.744,2020-09-10 04:30:00.527,Alexander Horne,False,38746111-9267-12ee-1b92-a5b68c6b8ef3,0.650735981607926,0.359537627838723,0.046763952177483,0.442626355588043,0.513155757174163,0.729885531999466,0.370194980454411,0.580249008814421,0.953493339145563,0.6980528706948,0.670238720873386,0.613177154907929,0.070442296660674,0.92002291829767,0.151930467972966,0.435271518130851,0.319184774555676,0.502553032979131,0.469098295582328,0.508428599730376,0.316965458498704,0.1,0.523927270700192,0.168297083457782,0.725807241207326,0.662345573797975,10,6,26,False,,,Mourning,7,12,alexander-horne,-1,0,-1,-1,-1,-1
Reality flickers in the feedback. Things look different ... Hahn Fox is now up to bat.,7a75d626-d4fd-474f-a862-473138d8c376,297924,2020-09-10 23:11:01.505,a64bd09f-4b82-4802-93e1-e5615e1ebddf,OUT,29,3,True,0,f0bcf4bb-74b3-412e-a54c-04c12ad28ecb,3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e,9820f2c5-f9da-4a07-b610-c2dd7bee2ef6,b63be8c2-576a-4d6e-8daf-814f8bcea96f,2,2,3,3,0,{X},0,0,0,False,False,0,True,0,0,False,False,1,False,False,False,GROUNDER,False,0,0,False,"{""Reality flickers in the feedback. Things look different ... Hahn Fox is now up to bat."",""Hahn Fox hit a ground out to Randy Dennis.""}",NULL,5,79,False,{},False,{},4,4,4,4,-1,a64bd09f-4b82-4802-93e1-e5615e1ebddf,79,5,NULL,0.396215,0.603785,12,2,3,False,b63be8c2-576a-4d6e-8daf-814f8bcea96f,3f8bbb15-61c0-4e3f-8e4a-907a5fb1565e,6,2,8,True,False,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,f640f877-2f9e-4287-b021-316e34623b5d,9820f2c5-f9da-4a07-b610-c2dd7bee2ef6,a647388d-fc59-4c1b-90d3-8c1826e07775,-1,"{""Beck Whitney and Hahn Fox switched teams in the feedback!""}",36630,b63be8c2-576a-4d6e-8daf-814f8bcea96f,5,2020-07-29 08:12:22.438,2020-09-10 23:11:05.506,f0bcf4bb-74b3-412e-a54c-04c12ad28ecb,0,-1,155599,f0bcf4bb-74b3-412e-a54c-04c12ad28ecb,2020-08-30 19:18:18.412,2020-09-10 23:31:37.596,Hahn Fox,False,257522e6-d416-f045-c7d8-56cf7817af97,0.011128539524439,1.20920362882518,0.376523306647551,0.49888105878212,0.616815111024417,0.562787959097685,0.961065702693152,0.872340823946909,0.832188767514369,0.610215757905919,0.597895069090168,0.399341310670346,0.64677360171096,0.397383903408902,0.279655544235164,0.663771984382596,0.908716702284184,0.394694140179297,0.839924472365132,0.183975891213934,0.879348075226057,0.1,0.398943880657612,0.849235841895909,0.609797182834959,0.774506025109237,10,7,66,True,,,Kissing up to ownership,3,5,hahn-fox,-1,0,-1,-1,-1,-1
